run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
14; /small-100000-ZSTD.parquet; 8; 1000000; ZSTD; 100000; 0.295491; 0.000003; 0.000000; 0.000000; 30.517578; 11.846646; 0.388191; 0; 0.000000
15; /small-100000-SNAPPY.parquet; 8; 1000000; SNAPPY; 100000; 0.325770; 0.000003; 0.000000; 0.000000; 30.517578; 12.547943; 0.411171; 0; 0.000000
run_nr; file_id; ch_num; all_points; compresion_type; quant_points; time_write; time_write_quant; time_read; time_read_quant; file_size_mb; compressed_file_size_mb; compression_coef; read_interval_points; read_interval_time
0; /small-1000-UNCOMP.parquet; 8; 1000000; UNCOMP; 1000; 0.088057; 0.000088; 0.000000; 0.000000; 30.517578; 0.014977; 0.000491; 0; 0.000000
1; /small-1000-GZIP.parquet; 8; 1000000; GZIP; 1000; 4.290256; 0.004290; 0.000000; 0.000000; 30.517578; 14.315100; 0.469077; 0; 0.000000
2; /small-1000-ZSTD.parquet; 8; 1000000; ZSTD; 1000; 2.446141; 0.002446; 0.000000; 0.000000; 30.517578; 15.153105; 0.496537; 0; 0.000000
3; /small-1000-SNAPPY.parquet; 8; 1000000; SNAPPY; 1000; 0.052140; 0.000052; 0.000000; 0.000000; 30.517578; 0.014977; 0.000491; 0; 0.000000
4; /small-10000-UNCOMP.parquet; 8; 1000000; UNCOMP; 10000; 0.009960; 0.000001; 0.000000; 0.000000; 30.517578; 0.001673; 0.000055; 0; 0.000000
5; /small-10000-GZIP.parquet; 8; 1000000; GZIP; 10000; 1.589530; 0.000159; 0.000000; 0.000000; 30.517578; 11.245914; 0.368506; 0; 0.000000
6; /small-10000-ZSTD.parquet; 8; 1000000; ZSTD; 10000; 0.738201; 0.000074; 0.000000; 0.000000; 30.517578; 11.615391; 0.380613; 0; 0.000000
7; /small-10000-SNAPPY.parquet; 8; 1000000; SNAPPY; 10000; 0.010017; 0.000001; 0.000000; 0.000000; 30.517578; 0.001673; 0.000055; 0; 0.000000
