run_nr file_id ch_num all_points compresion_type quant_points time_write time_write_quant time_read time_read_quant file_size_mb compressed_file_size_mb compression_coef read_interval_points read_interval_time
96 /small-100000-SNAPPY.parquet 8 1000000 SNAPPY 100000 0.316205 0.000003 0.263964 0.000003 30.517578 12.548379 0.411185 100000 0.077140
97 /small-100000-SNAPPY.parquet 8 1000000 SNAPPY 100000 0.316205 0.000003 0.263964 0.000003 30.517578 12.548379 0.411185 50000 0.044077
98 /small-100000-SNAPPY.parquet 8 1000000 SNAPPY 100000 0.316205 0.000003 0.263964 0.000003 30.517578 12.548379 0.411185 25000 0.039708
99 /small-100000-SNAPPY.parquet 8 1000000 SNAPPY 100000 0.316205 0.000003 0.263964 0.000003 30.517578 12.548379 0.411185 1000 0.036621
100 /small-200000-UNCOMP.parquet 8 1000000 UNCOMP 200000 0.260445 0.000001 0.273836 0.000001 30.517578 12.896407 0.422589 100 0.079285
101 /small-200000-UNCOMP.parquet 8 1000000 UNCOMP 200000 0.260445 0.000001 0.273836 0.000001 30.517578 12.896407 0.422589 100000 0.125202
102 /small-200000-UNCOMP.parquet 8 1000000 UNCOMP 200000 0.260445 0.000001 0.273836 0.000001 30.517578 12.896407 0.422589 50000 0.067309
103 /small-200000-UNCOMP.parquet 8 1000000 UNCOMP 200000 0.260445 0.000001 0.273836 0.000001 30.517578 12.896407 0.422589 25000 0.067269
104 /small-200000-UNCOMP.parquet 8 1000000 UNCOMP 200000 0.260445 0.000001 0.273836 0.000001 30.517578 12.896407 0.422589 1000 0.068806
105 /small-200000-GZIP.parquet 8 1000000 GZIP 200000 0.959192 0.000005 0.351232 0.000002 30.517578 11.231359 0.368029 100 0.108582
106 /small-200000-GZIP.parquet 8 1000000 GZIP 200000 0.959192 0.000005 0.351232 0.000002 30.517578 11.231359 0.368029 100000 0.177102
107 /small-200000-GZIP.parquet 8 1000000 GZIP 200000 0.959192 0.000005 0.351232 0.000002 30.517578 11.231359 0.368029 50000 0.100723
108 /small-200000-GZIP.parquet 8 1000000 GZIP 200000 0.959192 0.000005 0.351232 0.000002 30.517578 11.231359 0.368029 25000 0.100342
109 /small-200000-GZIP.parquet 8 1000000 GZIP 200000 0.959192 0.000005 0.351232 0.000002 30.517578 11.231359 0.368029 1000 0.103521
110 /small-200000-ZSTD.parquet 8 1000000 ZSTD 200000 0.272307 0.000001 0.272703 0.000001 30.517578 12.175776 0.398976 100 0.070677
111 /small-200000-ZSTD.parquet 8 1000000 ZSTD 200000 0.272307 0.000001 0.272703 0.000001 30.517578 12.175776 0.398976 100000 0.128216
112 /small-200000-ZSTD.parquet 8 1000000 ZSTD 200000 0.272307 0.000001 0.272703 0.000001 30.517578 12.175776 0.398976 50000 0.070586
113 /small-200000-ZSTD.parquet 8 1000000 ZSTD 200000 0.272307 0.000001 0.272703 0.000001 30.517578 12.175776 0.398976 25000 0.070732
114 /small-200000-ZSTD.parquet 8 1000000 ZSTD 200000 0.272307 0.000001 0.272703 0.000001 30.517578 12.175776 0.398976 1000 0.070472
115 /small-200000-SNAPPY.parquet 8 1000000 SNAPPY 200000 0.256432 0.000001 0.263233 0.000001 30.517578 12.888655 0.422335 100 0.068950
116 /small-200000-SNAPPY.parquet 8 1000000 SNAPPY 200000 0.256432 0.000001 0.263233 0.000001 30.517578 12.888655 0.422335 100000 0.121392
117 /small-200000-SNAPPY.parquet 8 1000000 SNAPPY 200000 0.256432 0.000001 0.263233 0.000001 30.517578 12.888655 0.422335 50000 0.065607
118 /small-200000-SNAPPY.parquet 8 1000000 SNAPPY 200000 0.256432 0.000001 0.263233 0.000001 30.517578 12.888655 0.422335 25000 0.064762
119 /small-200000-SNAPPY.parquet 8 1000000 SNAPPY 200000 0.256432 0.000001 0.263233 0.000001 30.517578 12.888655 0.422335 1000 0.069114
