run_nr file_id ch_num all_points compresion_type quant_points time_write time_write_quant time_read time_read_quant file_size_mb compressed_file_size_mb compression_coef read_interval_points read_interval_time
62 /small-131072-UNCOMP.parquet 8 1000000 UNCOMP 131072 0.333462 0.000003 0.304616 0.038077 30.517578 30.750389 1.007629 25000 0.052174
63 /small-131072-UNCOMP.parquet 8 1000000 UNCOMP 131072 0.333462 0.000003 0.304616 0.038077 30.517578 30.750389 1.007629 1000 0.051566
64 /small-131072-UNCOMP.parquet 8 1000000 UNCOMP 131072 0.333462 0.000003 0.304616 0.038077 30.517578 30.750389 1.007629 1000 0.057273
65 /small-131072-GZIP.parquet 8 1000000 GZIP 131072 3.067573 0.000023 0.391391 0.048924 30.517578 8.714874 0.285569 100 0.086428
66 /small-131072-GZIP.parquet 8 1000000 GZIP 131072 3.067573 0.000023 0.391391 0.048924 30.517578 8.714874 0.285569 50000 0.076025
67 /small-131072-GZIP.parquet 8 1000000 GZIP 131072 3.067573 0.000023 0.391391 0.048924 30.517578 8.714874 0.285569 25000 0.078423
68 /small-131072-GZIP.parquet 8 1000000 GZIP 131072 3.067573 0.000023 0.391391 0.048924 30.517578 8.714874 0.285569 1000 0.077629
69 /small-131072-GZIP.parquet 8 1000000 GZIP 131072 3.067573 0.000023 0.391391 0.048924 30.517578 8.714874 0.285569 1000 0.086635
70 /small-131072-ZSTD.parquet 8 1000000 ZSTD 131072 0.306910 0.000002 0.317293 0.039662 30.517578 8.930266 0.292627 100 0.060599
71 /small-131072-ZSTD.parquet 8 1000000 ZSTD 131072 0.306910 0.000002 0.317293 0.039662 30.517578 8.930266 0.292627 50000 0.060641
72 /small-131072-ZSTD.parquet 8 1000000 ZSTD 131072 0.306910 0.000002 0.317293 0.039662 30.517578 8.930266 0.292627 25000 0.055901
73 /small-131072-ZSTD.parquet 8 1000000 ZSTD 131072 0.306910 0.000002 0.317293 0.039662 30.517578 8.930266 0.292627 1000 0.066717
74 /small-131072-ZSTD.parquet 8 1000000 ZSTD 131072 0.306910 0.000002 0.317293 0.039662 30.517578 8.930266 0.292627 1000 0.061618
75 /small-131072-SNAPPY.parquet 8 1000000 SNAPPY 131072 0.294671 0.000002 0.356938 0.044617 30.517578 15.438095 0.505876 100 0.064922
76 /small-131072-SNAPPY.parquet 8 1000000 SNAPPY 131072 0.294671 0.000002 0.356938 0.044617 30.517578 15.438095 0.505876 50000 0.055403
77 /small-131072-SNAPPY.parquet 8 1000000 SNAPPY 131072 0.294671 0.000002 0.356938 0.044617 30.517578 15.438095 0.505876 25000 0.059599
78 /small-131072-SNAPPY.parquet 8 1000000 SNAPPY 131072 0.294671 0.000002 0.356938 0.044617 30.517578 15.438095 0.505876 1000 0.064188
79 /small-131072-SNAPPY.parquet 8 1000000 SNAPPY 131072 0.294671 0.000002 0.356938 0.044617 30.517578 15.438095 0.505876 1000 0.055853
